"Edo","t","Subsectores.no.especificados","Tipo","id","Clave","cid"
"Aguascalientes","01/01/2007","4989","Agricultura",1,1,11
"Aguascalientes","01/04/2007","5000","Agricultura",1,1,11
"Aguascalientes","01/07/2007","6161","Agricultura",1,1,11
"Aguascalientes","01/10/2007","6698","Agricultura",1,1,11
"Aguascalientes","01/01/2008","148275","Agricultura",1,1,11
"Aguascalientes","01/04/2008","131784","Agricultura",1,1,11
"Aguascalientes","01/07/2008","139713","Agricultura",1,1,11
"Aguascalientes","01/10/2008","19875","Agricultura",1,1,11
"Aguascalientes","01/01/2009","10727","Agricultura",1,1,11
"Aguascalientes","01/04/2009","14738","Agricultura",1,1,11
"Aguascalientes","01/07/2009","18998","Agricultura",1,1,11
"Aguascalientes","01/10/2009","27392","Agricultura",1,1,11
"Aguascalientes","01/01/2010","18243","Agricultura",1,1,11
"Aguascalientes","01/04/2010","22321","Agricultura",1,1,11
"Aguascalientes","01/07/2010","17305","Agricultura",1,1,11
"Aguascalientes","01/10/2010","21931","Agricultura",1,1,11
"Aguascalientes","01/01/2011","20170","Agricultura",1,1,11
"Aguascalientes","01/04/2011","24964","Agricultura",1,1,11
"Aguascalientes","01/07/2011","27060","Agricultura",1,1,11
"Aguascalientes","01/10/2011","25363","Agricultura",1,1,11
"Aguascalientes","01/01/2012","12875","Agricultura",1,1,11
"Aguascalientes","01/04/2012","15040","Agricultura",1,1,11
"Aguascalientes","01/07/2012","9998","Agricultura",1,1,11
"Aguascalientes","01/10/2012","11668","Agricultura",1,1,11
"Aguascalientes","01/01/2013","26698","Agricultura",1,1,11
"Aguascalientes","01/04/2013","19612","Agricultura",1,1,11
"Aguascalientes","01/07/2013","21938","Agricultura",1,1,11
"Aguascalientes","01/10/2013","26422","Agricultura",1,1,11
"Aguascalientes","01/01/2014","16655","Agricultura",1,1,11
"Aguascalientes","01/04/2014","21641","Agricultura",1,1,11
"Aguascalientes","01/07/2014","27321","Agricultura",1,1,11
"Aguascalientes","01/10/2014","28876","Agricultura",1,1,11
"Aguascalientes","01/01/2015","51896","Agricultura",1,1,11
"Aguascalientes","01/04/2015","49476","Agricultura",1,1,11
"Aguascalientes","01/07/2015","22833","Agricultura",1,1,11
"Aguascalientes","01/10/2015","21721","Agricultura",1,1,11
"Aguascalientes","01/01/2016","23470","Agricultura",1,1,11
"Aguascalientes","01/04/2016","39699","Agricultura",1,1,11
"Aguascalientes","01/07/2016","21165","Agricultura",1,1,11
"Aguascalientes","01/10/2016","41122","Agricultura",1,1,11
"Aguascalientes","01/01/2017","24561","Agricultura",1,1,11
"Aguascalientes","01/04/2017","41290","Agricultura",1,1,11
"Aguascalientes","01/07/2017","42629","Agricultura",1,1,11
"Aguascalientes","01/10/2017","21227","Agricultura",1,1,11
"Aguascalientes","01/01/2018","21609","Agricultura",1,1,11
"Aguascalientes","01/04/2018","42024","Agricultura",1,1,11
"Aguascalientes","01/07/2018","18374","Agricultura",1,1,11
"Aguascalientes","01/10/2018","42446","Agricultura",1,1,11
"Aguascalientes","01/01/2019","29235","Agricultura",1,1,11
"Aguascalientes","01/04/2019","43092","Agricultura",1,1,11
"Aguascalientes","01/07/2019","42420","Agricultura",1,1,11
"Aguascalientes","01/10/2019","14631","Agricultura",1,1,11
"Aguascalientes","01/01/2020","37196","Agricultura",1,1,11
"Aguascalientes","01/04/2020","34730","Agricultura",1,1,11
"Aguascalientes","01/07/2020","10907","Agricultura",1,1,11
"Aguascalientes","01/10/2020","8518","Agricultura",1,1,11
"Aguascalientes","01/01/2021","30420","Agricultura",1,1,11
"Baja California","01/01/2007","11079","Agricultura",1,2,21
"Baja California","01/04/2007","9272","Agricultura",1,2,21
"Baja California","01/07/2007","8901","Agricultura",1,2,21
"Baja California","01/10/2007","9600","Agricultura",1,2,21
"Baja California","01/01/2008","8929","Agricultura",1,2,21
"Baja California","01/04/2008","11608","Agricultura",1,2,21
"Baja California","01/07/2008","15035","Agricultura",1,2,21
"Baja California","01/10/2008","10360","Agricultura",1,2,21
"Baja California","01/01/2009","8393","Agricultura",1,2,21
"Baja California","01/04/2009","10744","Agricultura",1,2,21
"Baja California","01/07/2009","9841","Agricultura",1,2,21
"Baja California","01/10/2009","10614","Agricultura",1,2,21
"Baja California","01/01/2010","9529","Agricultura",1,2,21
"Baja California","01/04/2010","9831","Agricultura",1,2,21
"Baja California","01/07/2010","8179","Agricultura",1,2,21
"Baja California","01/10/2010","10416","Agricultura",1,2,21
"Baja California","01/01/2011","13389","Agricultura",1,2,21
"Baja California","01/04/2011","12589","Agricultura",1,2,21
"Baja California","01/07/2011","12603","Agricultura",1,2,21
"Baja California","01/10/2011","13717","Agricultura",1,2,21
"Baja California","01/01/2012","8118","Agricultura",1,2,21
"Baja California","01/04/2012","10293","Agricultura",1,2,21
"Baja California","01/07/2012","8707","Agricultura",1,2,21
"Baja California","01/10/2012","8246","Agricultura",1,2,21
"Baja California","01/01/2013","13969","Agricultura",1,2,21
"Baja California","01/04/2013","14009","Agricultura",1,2,21
"Baja California","01/07/2013","14667","Agricultura",1,2,21
"Baja California","01/10/2013","15457","Agricultura",1,2,21
"Baja California","01/01/2014","14795","Agricultura",1,2,21
"Baja California","01/04/2014","18396","Agricultura",1,2,21
"Baja California","01/07/2014","20939","Agricultura",1,2,21
"Baja California","01/10/2014","21248","Agricultura",1,2,21
"Baja California","01/01/2015","27274","Agricultura",1,2,21
"Baja California","01/04/2015","22963","Agricultura",1,2,21
"Baja California","01/07/2015","19885","Agricultura",1,2,21
"Baja California","01/10/2015","22581","Agricultura",1,2,21
"Baja California","01/01/2016","24927","Agricultura",1,2,21
"Baja California","01/04/2016","28871","Agricultura",1,2,21
"Baja California","01/07/2016","28851","Agricultura",1,2,21
"Baja California","01/10/2016","24953","Agricultura",1,2,21
"Baja California","01/01/2017","24240","Agricultura",1,2,21
"Baja California","01/04/2017","24745","Agricultura",1,2,21
"Baja California","01/07/2017","26018","Agricultura",1,2,21
"Baja California","01/10/2017","22323","Agricultura",1,2,21
"Baja California","01/01/2018","24007","Agricultura",1,2,21
"Baja California","01/04/2018","43566","Agricultura",1,2,21
"Baja California","01/07/2018","40999","Agricultura",1,2,21
"Baja California","01/10/2018","16882","Agricultura",1,2,21
"Baja California","01/01/2019","14871","Agricultura",1,2,21
"Baja California","01/04/2019","17984","Agricultura",1,2,21
"Baja California","01/07/2019","17086","Agricultura",1,2,21
"Baja California","01/10/2019","16943","Agricultura",1,2,21
"Baja California","01/01/2020","19439","Agricultura",1,2,21
"Baja California","01/04/2020","17400","Agricultura",1,2,21
"Baja California","01/07/2020","19343","Agricultura",1,2,21
"Baja California","01/10/2020","18351","Agricultura",1,2,21
"Baja California","01/01/2021","12027","Agricultura",1,2,21
"Baja California Sur","01/01/2007","34088","Agricultura",1,3,31
"Baja California Sur","01/04/2007","19477","Agricultura",1,3,31
"Baja California Sur","01/07/2007","30505","Agricultura",1,3,31
"Baja California Sur","01/10/2007","27659","Agricultura",1,3,31
"Baja California Sur","01/01/2008","31284","Agricultura",1,3,31
"Baja California Sur","01/04/2008","51933","Agricultura",1,3,31
"Baja California Sur","01/07/2008","29061","Agricultura",1,3,31
"Baja California Sur","01/10/2008","30604","Agricultura",1,3,31
"Baja California Sur","01/01/2009","32236","Agricultura",1,3,31
"Baja California Sur","01/04/2009","33648","Agricultura",1,3,31
"Baja California Sur","01/07/2009","24299","Agricultura",1,3,31
"Baja California Sur","01/10/2009","44564","Agricultura",1,3,31
"Baja California Sur","01/01/2010","146","Agricultura",1,3,31
"Baja California Sur","01/04/2010","30636","Agricultura",1,3,31
"Baja California Sur","01/07/2010","44084","Agricultura",1,3,31
"Baja California Sur","01/10/2010","32153","Agricultura",1,3,31
"Baja California Sur","01/01/2011","38517","Agricultura",1,3,31
"Baja California Sur","01/04/2011","31229","Agricultura",1,3,31
"Baja California Sur","01/07/2011","36538","Agricultura",1,3,31
"Baja California Sur","01/10/2011","32551","Agricultura",1,3,31
"Baja California Sur","01/01/2012","36180","Agricultura",1,3,31
"Baja California Sur","01/04/2012","27976","Agricultura",1,3,31
"Baja California Sur","01/07/2012","40121","Agricultura",1,3,31
"Baja California Sur","01/10/2012","34052","Agricultura",1,3,31
"Baja California Sur","01/01/2013","33844","Agricultura",1,3,31
"Baja California Sur","01/04/2013","29488","Agricultura",1,3,31
"Baja California Sur","01/07/2013","44068","Agricultura",1,3,31
"Baja California Sur","01/10/2013","38746","Agricultura",1,3,31
"Baja California Sur","01/01/2014","162","Agricultura",1,3,31
"Baja California Sur","01/04/2014","240","Agricultura",1,3,31
"Baja California Sur","01/07/2014","265","Agricultura",1,3,31
"Baja California Sur","01/10/2014","204","Agricultura",1,3,31
"Baja California Sur","01/01/2015","30134","Agricultura",1,3,31
"Baja California Sur","01/04/2015","42087","Agricultura",1,3,31
"Baja California Sur","01/07/2015","416","Agricultura",1,3,31
"Baja California Sur","01/10/2015","418","Agricultura",1,3,31
"Baja California Sur","01/01/2016","376","Agricultura",1,3,31
"Baja California Sur","01/04/2016","501","Agricultura",1,3,31
"Baja California Sur","01/07/2016","439","Agricultura",1,3,31
"Baja California Sur","01/10/2016","404","Agricultura",1,3,31
"Baja California Sur","01/01/2017","47046","Agricultura",1,3,31
"Baja California Sur","01/04/2017","470","Agricultura",1,3,31
"Baja California Sur","01/07/2017","51691","Agricultura",1,3,31
"Baja California Sur","01/10/2017","525","Agricultura",1,3,31
"Baja California Sur","01/01/2018","66822","Agricultura",1,3,31
"Baja California Sur","01/04/2018","2917","Agricultura",1,3,31
"Baja California Sur","01/07/2018","77389","Agricultura",1,3,31
"Baja California Sur","01/10/2018","37760","Agricultura",1,3,31
"Baja California Sur","01/01/2019","50661","Agricultura",1,3,31
"Baja California Sur","01/04/2019","37709","Agricultura",1,3,31
"Baja California Sur","01/07/2019","1471","Agricultura",1,3,31
"Baja California Sur","01/10/2019","39829","Agricultura",1,3,31
"Baja California Sur","01/01/2020","1115","Agricultura",1,3,31
"Baja California Sur","01/04/2020","1058","Agricultura",1,3,31
"Baja California Sur","01/07/2020","1023","Agricultura",1,3,31
"Baja California Sur","01/10/2020","1593","Agricultura",1,3,31
"Baja California Sur","01/01/2021","43557","Agricultura",1,3,31
"Campeche","01/01/2007","1148","Agricultura",1,4,41
"Campeche","01/04/2007","2781","Agricultura",1,4,41
"Campeche","01/07/2007","3670","Agricultura",1,4,41
"Campeche","01/10/2007","2797","Agricultura",1,4,41
"Campeche","01/01/2008","1424","Agricultura",1,4,41
"Campeche","01/04/2008","2080","Agricultura",1,4,41
"Campeche","01/07/2008","1650","Agricultura",1,4,41
"Campeche","01/10/2008","431","Agricultura",1,4,41
"Campeche","01/01/2009","1085","Agricultura",1,4,41
"Campeche","01/04/2009","488","Agricultura",1,4,41
"Campeche","01/07/2009","2385","Agricultura",1,4,41
"Campeche","01/10/2009","1900","Agricultura",1,4,41
"Campeche","01/01/2010","670","Agricultura",1,4,41
"Campeche","01/04/2010","778","Agricultura",1,4,41
"Campeche","01/07/2010","791","Agricultura",1,4,41
"Campeche","01/10/2010","737","Agricultura",1,4,41
"Campeche","01/01/2011","262","Agricultura",1,4,41
"Campeche","01/04/2011","454","Agricultura",1,4,41
"Campeche","01/07/2011","428","Agricultura",1,4,41
"Campeche","01/10/2011","582","Agricultura",1,4,41
"Campeche","01/01/2012","645","Agricultura",1,4,41
"Campeche","01/04/2012","782","Agricultura",1,4,41
"Campeche","01/07/2012","648","Agricultura",1,4,41
"Campeche","01/10/2012","645","Agricultura",1,4,41
"Campeche","01/01/2013","714","Agricultura",1,4,41
"Campeche","01/04/2013","740","Agricultura",1,4,41
"Campeche","01/07/2013","744","Agricultura",1,4,41
"Campeche","01/10/2013","790","Agricultura",1,4,41
"Campeche","01/01/2014","637","Agricultura",1,4,41
"Campeche","01/04/2014","824","Agricultura",1,4,41
"Campeche","01/07/2014","923","Agricultura",1,4,41
"Campeche","01/10/2014","1199","Agricultura",1,4,41
"Campeche","01/01/2015","352","Agricultura",1,4,41
"Campeche","01/04/2015","343","Agricultura",1,4,41
"Campeche","01/07/2015","401","Agricultura",1,4,41
"Campeche","01/10/2015","359","Agricultura",1,4,41
"Campeche","01/01/2016","363","Agricultura",1,4,41
"Campeche","01/04/2016","359","Agricultura",1,4,41
"Campeche","01/07/2016","367","Agricultura",1,4,41
"Campeche","01/10/2016","242","Agricultura",1,4,41
"Campeche","01/01/2017","641","Agricultura",1,4,41
"Campeche","01/04/2017","1079","Agricultura",1,4,41
"Campeche","01/07/2017","1539","Agricultura",1,4,41
"Campeche","01/10/2017","1174","Agricultura",1,4,41
"Campeche","01/01/2018","2747","Agricultura",1,4,41
"Campeche","01/04/2018","2515","Agricultura",1,4,41
"Campeche","01/07/2018","3013","Agricultura",1,4,41
"Campeche","01/10/2018","2495","Agricultura",1,4,41
"Campeche","01/01/2019","3725","Agricultura",1,4,41
"Campeche","01/04/2019","1591","Agricultura",1,4,41
"Campeche","01/07/2019","1877","Agricultura",1,4,41
"Campeche","01/10/2019","2767","Agricultura",1,4,41
"Campeche","01/01/2020","2270","Agricultura",1,4,41
"Campeche","01/04/2020","2088","Agricultura",1,4,41
"Campeche","01/07/2020","572","Agricultura",1,4,41
"Campeche","01/10/2020","733","Agricultura",1,4,41
"Campeche","01/01/2021","1152","Agricultura",1,4,41
"Coahuila","01/01/2007","2849","Agricultura",1,8,81
"Coahuila","01/04/2007","2029","Agricultura",1,8,81
"Coahuila","01/07/2007","2349","Agricultura",1,8,81
"Coahuila","01/10/2007","1573","Agricultura",1,8,81
"Coahuila","01/01/2008","576","Agricultura",1,8,81
"Coahuila","01/04/2008","1101","Agricultura",1,8,81
"Coahuila","01/07/2008","2811","Agricultura",1,8,81
"Coahuila","01/10/2008","1303","Agricultura",1,8,81
"Coahuila","01/01/2009","651","Agricultura",1,8,81
"Coahuila","01/04/2009","1056","Agricultura",1,8,81
"Coahuila","01/07/2009","492","Agricultura",1,8,81
"Coahuila","01/10/2009","1717","Agricultura",1,8,81
"Coahuila","01/01/2010","3010","Agricultura",1,8,81
"Coahuila","01/04/2010","1266","Agricultura",1,8,81
"Coahuila","01/07/2010","5289","Agricultura",1,8,81
"Coahuila","01/10/2010","2190","Agricultura",1,8,81
"Coahuila","01/01/2011","2462","Agricultura",1,8,81
"Coahuila","01/04/2011","2995","Agricultura",1,8,81
"Coahuila","01/07/2011","6887","Agricultura",1,8,81
"Coahuila","01/10/2011","6055","Agricultura",1,8,81
"Coahuila","01/01/2012","11612","Agricultura",1,8,81
"Coahuila","01/04/2012","10379","Agricultura",1,8,81
"Coahuila","01/07/2012","9693","Agricultura",1,8,81
"Coahuila","01/10/2012","11334","Agricultura",1,8,81
"Coahuila","01/01/2013","6470","Agricultura",1,8,81
"Coahuila","01/04/2013","6702","Agricultura",1,8,81
"Coahuila","01/07/2013","6674","Agricultura",1,8,81
"Coahuila","01/10/2013","6477","Agricultura",1,8,81
"Coahuila","01/01/2014","7119","Agricultura",1,8,81
"Coahuila","01/04/2014","8745","Agricultura",1,8,81
"Coahuila","01/07/2014","9155","Agricultura",1,8,81
"Coahuila","01/10/2014","8650","Agricultura",1,8,81
"Coahuila","01/01/2015","4593","Agricultura",1,8,81
"Coahuila","01/04/2015","5531","Agricultura",1,8,81
"Coahuila","01/07/2015","30338","Agricultura",1,8,81
"Coahuila","01/10/2015","33134","Agricultura",1,8,81
"Coahuila","01/01/2016","29793","Agricultura",1,8,81
"Coahuila","01/04/2016","27920","Agricultura",1,8,81
"Coahuila","01/07/2016","28625","Agricultura",1,8,81
"Coahuila","01/10/2016","26529","Agricultura",1,8,81
"Coahuila","01/01/2017","30882","Agricultura",1,8,81
"Coahuila","01/04/2017","31277","Agricultura",1,8,81
"Coahuila","01/07/2017","22344","Agricultura",1,8,81
"Coahuila","01/10/2017","27399","Agricultura",1,8,81
"Coahuila","01/01/2018","28853","Agricultura",1,8,81
"Coahuila","01/04/2018","31744","Agricultura",1,8,81
"Coahuila","01/07/2018","21644","Agricultura",1,8,81
"Coahuila","01/10/2018","21766","Agricultura",1,8,81
"Coahuila","01/01/2019","19661","Agricultura",1,8,81
"Coahuila","01/04/2019","20429","Agricultura",1,8,81
"Coahuila","01/07/2019","18784","Agricultura",1,8,81
"Coahuila","01/10/2019","21162","Agricultura",1,8,81
"Coahuila","01/01/2020","22211","Agricultura",1,8,81
"Coahuila","01/04/2020","10399","Agricultura",1,8,81
"Coahuila","01/07/2020","17286","Agricultura",1,8,81
"Coahuila","01/10/2020","25387","Agricultura",1,8,81
"Coahuila","01/01/2021","33320","Agricultura",1,8,81
"Colima","01/01/2007","7326","Agricultura",1,9,91
"Colima","01/04/2007","16444","Agricultura",1,9,91
"Colima","01/07/2007","12268","Agricultura",1,9,91
"Colima","01/10/2007","11713","Agricultura",1,9,91
"Colima","01/01/2008","10791","Agricultura",1,9,91
"Colima","01/04/2008","11601","Agricultura",1,9,91
"Colima","01/07/2008","8579","Agricultura",1,9,91
"Colima","01/10/2008","10381","Agricultura",1,9,91
"Colima","01/01/2009","8508","Agricultura",1,9,91
"Colima","01/04/2009","5084","Agricultura",1,9,91
"Colima","01/07/2009","13555","Agricultura",1,9,91
"Colima","01/10/2009","16203","Agricultura",1,9,91
"Colima","01/01/2010","17679","Agricultura",1,9,91
"Colima","01/04/2010","18832","Agricultura",1,9,91
"Colima","01/07/2010","15784","Agricultura",1,9,91
"Colima","01/10/2010","15386","Agricultura",1,9,91
"Colima","01/01/2011","21706","Agricultura",1,9,91
"Colima","01/04/2011","20946","Agricultura",1,9,91
"Colima","01/07/2011","19843","Agricultura",1,9,91
"Colima","01/10/2011","24515","Agricultura",1,9,91
"Colima","01/01/2012","25366","Agricultura",1,9,91
"Colima","01/04/2012","29857","Agricultura",1,9,91
"Colima","01/07/2012","27821","Agricultura",1,9,91
"Colima","01/10/2012","32828","Agricultura",1,9,91
"Colima","01/01/2013","23527","Agricultura",1,9,91
"Colima","01/04/2013","39154","Agricultura",1,9,91
"Colima","01/07/2013","36219","Agricultura",1,9,91
"Colima","01/10/2013","47943","Agricultura",1,9,91
"Colima","01/01/2014","29418","Agricultura",1,9,91
"Colima","01/04/2014","34591","Agricultura",1,9,91
"Colima","01/07/2014","44968","Agricultura",1,9,91
"Colima","01/10/2014","40880","Agricultura",1,9,91
"Colima","01/01/2015","36335","Agricultura",1,9,91
"Colima","01/04/2015","39346","Agricultura",1,9,91
"Colima","01/07/2015","52959","Agricultura",1,9,91
"Colima","01/10/2015","34847","Agricultura",1,9,91
"Colima","01/01/2016","37091","Agricultura",1,9,91
"Colima","01/04/2016","42904","Agricultura",1,9,91
"Colima","01/07/2016","47740","Agricultura",1,9,91
"Colima","01/10/2016","45574","Agricultura",1,9,91
"Colima","01/01/2017","11716","Agricultura",1,9,91
"Colima","01/04/2017","2510","Agricultura",1,9,91
"Colima","01/07/2017","15675","Agricultura",1,9,91
"Colima","01/10/2017","7507","Agricultura",1,9,91
"Colima","01/01/2018","128935","Agricultura",1,9,91
"Colima","01/04/2018","114815","Agricultura",1,9,91
"Colima","01/07/2018","113772","Agricultura",1,9,91
"Colima","01/10/2018","108461","Agricultura",1,9,91
"Colima","01/01/2019","90647","Agricultura",1,9,91
"Colima","01/04/2019","98327","Agricultura",1,9,91
"Colima","01/07/2019","12090","Agricultura",1,9,91
"Colima","01/10/2019","10102","Agricultura",1,9,91
"Colima","01/01/2020","105420","Agricultura",1,9,91
"Colima","01/04/2020","17774","Agricultura",1,9,91
"Colima","01/07/2020","16188","Agricultura",1,9,91
"Colima","01/10/2020","126918","Agricultura",1,9,91
"Colima","01/01/2021","18902","Agricultura",1,9,91
"Chiapas","01/01/2007","83","Agricultura",1,6,61
"Chiapas","01/04/2007","77","Agricultura",1,6,61
"Chiapas","01/07/2007","69","Agricultura",1,6,61
"Chiapas","01/10/2007","31","Agricultura",1,6,61
"Chiapas","01/01/2008","N.S.","Agricultura",1,6,61
"Chiapas","01/04/2008","N.S.","Agricultura",1,6,61
"Chiapas","01/07/2008","39","Agricultura",1,6,61
"Chiapas","01/10/2008","38","Agricultura",1,6,61
"Chiapas","01/01/2009","48877","Agricultura",1,6,61
"Chiapas","01/04/2009","10485","Agricultura",1,6,61
"Chiapas","01/07/2009","79622","Agricultura",1,6,61
"Chiapas","01/10/2009","22123","Agricultura",1,6,61
"Chiapas","01/01/2010","23607","Agricultura",1,6,61
"Chiapas","01/04/2010","112452","Agricultura",1,6,61
"Chiapas","01/07/2010","33447","Agricultura",1,6,61
"Chiapas","01/10/2010","39175","Agricultura",1,6,61
"Chiapas","01/01/2011","36004","Agricultura",1,6,61
"Chiapas","01/04/2011","32772","Agricultura",1,6,61
"Chiapas","01/07/2011","33949","Agricultura",1,6,61
"Chiapas","01/10/2011","36115","Agricultura",1,6,61
"Chiapas","01/01/2012","164610","Agricultura",1,6,61
"Chiapas","01/04/2012","164085","Agricultura",1,6,61
"Chiapas","01/07/2012","164582","Agricultura",1,6,61
"Chiapas","01/10/2012","140837","Agricultura",1,6,61
"Chiapas","01/01/2013","146796","Agricultura",1,6,61
"Chiapas","01/04/2013","71609","Agricultura",1,6,61
"Chiapas","01/07/2013","160208","Agricultura",1,6,61
"Chiapas","01/10/2013","72114","Agricultura",1,6,61
"Chiapas","01/01/2014","79341","Agricultura",1,6,61
"Chiapas","01/04/2014","103916","Agricultura",1,6,61
"Chiapas","01/07/2014","144","Agricultura",1,6,61
"Chiapas","01/10/2014","162","Agricultura",1,6,61
"Chiapas","01/01/2015","256","Agricultura",1,6,61
"Chiapas","01/04/2015","343","Agricultura",1,6,61
"Chiapas","01/07/2015","171","Agricultura",1,6,61
"Chiapas","01/10/2015","131","Agricultura",1,6,61
"Chiapas","01/01/2016","168","Agricultura",1,6,61
"Chiapas","01/04/2016","27222","Agricultura",1,6,61
"Chiapas","01/07/2016","20680","Agricultura",1,6,61
"Chiapas","01/10/2016","307","Agricultura",1,6,61
"Chiapas","01/01/2017","34736","Agricultura",1,6,61
"Chiapas","01/04/2017","30974","Agricultura",1,6,61
"Chiapas","01/07/2017","22625","Agricultura",1,6,61
"Chiapas","01/10/2017","22314","Agricultura",1,6,61
"Chiapas","01/01/2018","29469","Agricultura",1,6,61
"Chiapas","01/04/2018","36102","Agricultura",1,6,61
"Chiapas","01/07/2018","30097","Agricultura",1,6,61
"Chiapas","01/10/2018","28900","Agricultura",1,6,61
"Chiapas","01/01/2019","20765","Agricultura",1,6,61
"Chiapas","01/04/2019","17836","Agricultura",1,6,61
"Chiapas","01/07/2019","15216","Agricultura",1,6,61
"Chiapas","01/10/2019","18069","Agricultura",1,6,61
"Chiapas","01/01/2020","14249","Agricultura",1,6,61
"Chiapas","01/04/2020","509","Agricultura",1,6,61
"Chiapas","01/07/2020","491","Agricultura",1,6,61
"Chiapas","01/10/2020","11203","Agricultura",1,6,61
"Chiapas","01/01/2021","18260","Agricultura",1,6,61
"Chihuahua","01/01/2007","52070","Agricultura",1,7,71
"Chihuahua","01/04/2007","30173","Agricultura",1,7,71
"Chihuahua","01/07/2007","57787","Agricultura",1,7,71
"Chihuahua","01/10/2007","52636","Agricultura",1,7,71
"Chihuahua","01/01/2008","5417","Agricultura",1,7,71
"Chihuahua","01/04/2008","28213","Agricultura",1,7,71
"Chihuahua","01/07/2008","22732","Agricultura",1,7,71
"Chihuahua","01/10/2008","6421","Agricultura",1,7,71
"Chihuahua","01/01/2009","6146","Agricultura",1,7,71
"Chihuahua","01/04/2009","7094","Agricultura",1,7,71
"Chihuahua","01/07/2009","5830","Agricultura",1,7,71
"Chihuahua","01/10/2009","5454","Agricultura",1,7,71
"Chihuahua","01/01/2010","20635","Agricultura",1,7,71
"Chihuahua","01/04/2010","6397","Agricultura",1,7,71
"Chihuahua","01/07/2010","21969","Agricultura",1,7,71
"Chihuahua","01/10/2010","20192","Agricultura",1,7,71
"Chihuahua","01/01/2011","31228","Agricultura",1,7,71
"Chihuahua","01/04/2011","30292","Agricultura",1,7,71
"Chihuahua","01/07/2011","28060","Agricultura",1,7,71
"Chihuahua","01/10/2011","26398","Agricultura",1,7,71
"Chihuahua","01/01/2012","18257","Agricultura",1,7,71
"Chihuahua","01/04/2012","28190","Agricultura",1,7,71
"Chihuahua","01/07/2012","31577","Agricultura",1,7,71
"Chihuahua","01/10/2012","30034","Agricultura",1,7,71
"Chihuahua","01/01/2013","32534","Agricultura",1,7,71
"Chihuahua","01/04/2013","37167","Agricultura",1,7,71
"Chihuahua","01/07/2013","37254","Agricultura",1,7,71
"Chihuahua","01/10/2013","16190","Agricultura",1,7,71
"Chihuahua","01/01/2014","11830","Agricultura",1,7,71
"Chihuahua","01/04/2014","45555","Agricultura",1,7,71
"Chihuahua","01/07/2014","47973","Agricultura",1,7,71
"Chihuahua","01/10/2014","15939","Agricultura",1,7,71
"Chihuahua","01/01/2015","36452","Agricultura",1,7,71
"Chihuahua","01/04/2015","43847","Agricultura",1,7,71
"Chihuahua","01/07/2015","39311","Agricultura",1,7,71
"Chihuahua","01/10/2015","37087","Agricultura",1,7,71
"Chihuahua","01/01/2016","31117","Agricultura",1,7,71
"Chihuahua","01/04/2016","33992","Agricultura",1,7,71
"Chihuahua","01/07/2016","40112","Agricultura",1,7,71
"Chihuahua","01/10/2016","35430","Agricultura",1,7,71
"Chihuahua","01/01/2017","24380","Agricultura",1,7,71
"Chihuahua","01/04/2017","10610","Agricultura",1,7,71
"Chihuahua","01/07/2017","34515","Agricultura",1,7,71
"Chihuahua","01/10/2017","35808","Agricultura",1,7,71
"Chihuahua","01/01/2018","16150","Agricultura",1,7,71
"Chihuahua","01/04/2018","20391","Agricultura",1,7,71
"Chihuahua","01/07/2018","26169","Agricultura",1,7,71
"Chihuahua","01/10/2018","18340","Agricultura",1,7,71
"Chihuahua","01/01/2019","14849","Agricultura",1,7,71
"Chihuahua","01/04/2019","15773","Agricultura",1,7,71
"Chihuahua","01/07/2019","21160","Agricultura",1,7,71
"Chihuahua","01/10/2019","20987","Agricultura",1,7,71
"Chihuahua","01/01/2020","16740","Agricultura",1,7,71
"Chihuahua","01/04/2020","11145","Agricultura",1,7,71
"Chihuahua","01/07/2020","18995","Agricultura",1,7,71
"Chihuahua","01/10/2020","19671","Agricultura",1,7,71
"Chihuahua","01/01/2021","14860","Agricultura",1,7,71
"CDMX","01/01/2007","0","Agricultura",1,5,51
"CDMX","01/04/2007","0","Agricultura",1,5,51
"CDMX","01/07/2007","1758","Agricultura",1,5,51
"CDMX","01/10/2007","1434","Agricultura",1,5,51
"CDMX","01/01/2008","325","Agricultura",1,5,51
"CDMX","01/04/2008","0","Agricultura",1,5,51
"CDMX","01/07/2008","1128","Agricultura",1,5,51
"CDMX","01/10/2008","986","Agricultura",1,5,51
"CDMX","01/01/2009","550","Agricultura",1,5,51
"CDMX","01/04/2009","0","Agricultura",1,5,51
"CDMX","01/07/2009","356","Agricultura",1,5,51
"CDMX","01/10/2009","896","Agricultura",1,5,51
"CDMX","01/01/2010","38","Agricultura",1,5,51
"CDMX","01/04/2010","516","Agricultura",1,5,51
"CDMX","01/07/2010","392","Agricultura",1,5,51
"CDMX","01/10/2010","0","Agricultura",1,5,51
"CDMX","01/01/2011","0","Agricultura",1,5,51
"CDMX","01/04/2011","1334","Agricultura",1,5,51
"CDMX","01/07/2011","0","Agricultura",1,5,51
"CDMX","01/10/2011","662","Agricultura",1,5,51
"CDMX","01/01/2012","796","Agricultura",1,5,51
"CDMX","01/04/2012","662","Agricultura",1,5,51
"CDMX","01/07/2012","806","Agricultura",1,5,51
"CDMX","01/10/2012","494","Agricultura",1,5,51
"CDMX","01/01/2013","779","Agricultura",1,5,51
"CDMX","01/04/2013","563","Agricultura",1,5,51
"CDMX","01/07/2013","1457","Agricultura",1,5,51
